Keyword,Significance,Support,Frequency
"спонсорство",0.03592,2,2
"спора",0.20013,3,3
"спорт",5.678688,62,71
"спортзал",0.491997,9,9
"спортклип",0.015143,3,3
"спортсмен",1.117966,12,14
"спортсменка",0.103296,2,2
"справедливость",0.556787,6,7
"справка",0.726522,7,11
"справочная служба",1.163912,2,2
"справочник",0.090476,1,3
"спринт",0.066351,2,2
"спро",0.013429,2,2
"спрос",1.150809,11,15
"спрос и предложение",1.543069,2,3
"спряжение",0.025806,5,17
"спуск",0.226398,3,3
"спутник",1.402214,15,17
"спутница",0.163238,5,5
"спячка",0.117629,4,4
"спящий",0.082912,3,3
"срабатывание",0.03505,1,3
"сравнение",3.740085,42,42
"сражение",2.497537,29,36
"сре",0.012182,1,2
"средневековье",0.272273,5,5
"средс",0.013429,2,2
"средство",12.894131,113,190
"срез",0.163255,3,3
"срок годности",1.780686,3,4
"срочник",0.028328,1,2
"срыв",0.567598,3,19
"ссора",1.242069,17,17
"ссуда",0.112593,3,3
"ссылка",20.145819,228,248
"ссылочка",0.068042,2,3
"стабилизация",0.14974,2,2
"ставка",3.017093,27,44
"ставок",0.444784,8,8
"стадий",0.390436,7,7
"стадик",0.013429,2,2
"стадион",0.714685,7,9
"стадия",1.941644,19,26
"стадо",0.334617,5,5
"стаж",0.988099,12,12
"стажировка",0.440469,6,8
"стажёр",0.104307,5,7
"стак",0.023279,5,12
"стакан",3.65702,31,59
"стаканчик",0.095586,2,2
"сталкер",0.030454,1,2
"стан",0.158079,3,3
"стандарт",2.364231,22,34
"станок",0.150684,2,2
"станция",1.104946,8,19
"старание",0.915618,12,14
"старейшина",0.178289,6,6
"старение",0.382729,7,8
"старик",1.436721,14,19
"старина",0.258327,5,6
"старичок",0.063815,2,2
"старость",0.743574,9,9
"старт",5.759803,66,74
"стартап",0.734895,16,21
"старуха",0.093957,1,3
"старушка",0.400287,5,6
"старшая",0.170666,3,3
"старшекурсник",0.013429,2,2
"старший",0.62835,7,9
"стат",0.019698,4,8
"статистика",1.890912,20,24
"статус",4.798094,47,63
"статуэтка",0.160261,4,4
"статуя",0.345708,4,6
"статья",16.792484,177,243
"стая",0.406465,7,7
"ство",0.072102,7,8
"ствол",0.994231,10,15
"стебель",0.16167,3,4
"стебелёк",0.032864,1,4
"стеганография",0.013429,2,2
"стезя",0.089216,5,6
"стекло",1.022611,10,13
"стеллаж",0.105555,3,3
"стелс",0.020843,5,8
"стена",5.459067,58,66
"стенд",0.426485,4,6
"стенка",0.943953,10,12
"стенокардия",0.016802,2,2
"степь",0.289805,5,6
"стерва",0.061234,2,2
"стереосистема",0.01481,1,2
"стереотип",1.025748,9,20
"стержень",0.165772,3,3
"стечение",0.121778,2,2
"стигматизация",0.013429,2,2
"стикер",0.309076,16,22
"стилер",0.013429,2,2
"стилизация",0.050457,2,2
"стилист",0.151361,4,4
"стилистика",0.084432,2,2
"стиль",9.349032,99,114
"стимулирование",0.239985,3,3
"стимулятор",0.124562,4,5
"стимуляция",0.05265,2,3
"стих",1.317072,15,16
"стихия",0.664041,9,9
"стихотворение",1.054577,13,17
"стоимость",22.009215,229,332
"стойка",0.471924,6,6
"сток",0.433839,4,14
"стол",6.252132,65,76
"столетие",0.807337,9,9
"столик",0.647854,7,9
"столица",2.767073,28,35
"столовая",0.766047,9,10
"столп",0.069463,2,2
"стоматолог",0.241257,5,9
"стоматология",0.039635,3,3
"стопа",1.295901,17,26
"стопка",0.087297,2,2
"сторис",0.022401,7,8
"сториса",0.015143,3,3
"сторителенг",0.012424,1,2
"сторителлинг",0.014199,2,3
"сторож",0.109957,2,4
"сторонник",0.928315,11,11
"сточные воды",2.312328,2,3
"страдание",17.466492,142,283
"страж",0.279428,4,4
"стража",0.404079,4,5
"страз",0.078395,2,2
"страница",9.244453,93,118
"страничка",1.208126,13,14
"странность",0.238553,5,5
"странствование",0.019109,2,2
"стратегическая игра",4.329659,2,2
"стратегия",7.52614,79,96
"стратегия поведения",2.046084,2,2
"стратегия управления",2.176037,3,3
"страус",0.084747,4,6
"страх",26.053717,208,435
"страхование",0.842699,8,11
"страховая компания",4.293909,5,7
"страховка",0.955592,11,16
"страховщик",0.905244,7,17
"стрела",0.227712,3,7
"стрелка",0.242851,3,3
"стрелок",0.276058,4,5
"стрельба",0.665431,8,8
"стресс",6.638256,63,101
"стрижка",0.494503,13,16
"стрим",0.135855,33,43
"стример",0.029524,10,14
"стринг",0.032864,2,2
"стрит",0.085294,4,4
"стро",0.013429,2,2
"строение",5.69604,56,74
"строитель",0.431704,5,5
"строительные отходы",1.778999,3,3
"строительный мусор",1.43653,2,4
"строительство",3.549223,34,51
"строй",0.74304,8,9
"стройность",0.026597,2,2
"строка",2.268975,25,26
"строчка",1.407766,16,16
"строчок",0.146791,4,4
"стружка",0.032447,1,3
"струйка",0.038926,2,2
"структура",2.979116,32,36
"струна",0.091516,2,2
"стручок",0.034197,2,3
"студент",6.390568,56,94
"студентка",0.522187,7,8
"студия",4.471544,48,55
"стукач",0.018765,1,3
"стул",1.314848,14,16
"ступень",1.90225,20,25
"ступень развития",2.430403,2,2
"ступня",0.296119,7,10
"стыд",1.724666,24,31
"стык",0.331331,6,6
"стюард",0.026167,1,2
"стюардесса",0.124351,4,7
"стяжание",0.033373,2,7
"субботник",0.562781,14,20
"сублимация",0.03794,2,4
"субсидия",0.74986,7,10
"субстанция",0.228917,5,5
"сувенир",0.877064,11,14
"сугроб",0.228917,5,5
"суд",5.543788,51,79
"судейство",0.074831,3,3
"судимость",0.113848,2,2
"судно",0.569039,4,10
"судорога",0.141648,6,7
"судьба",6.964061,72,88
"судья",0.810823,9,11
"суета",1.57945,18,29
"суждение",0.41181,5,5
"сужение",0.062183,3,3
"суздальгид",0.016857,4,4
"суицид",0.168242,3,3
"султан",0.050541,1,2
"султанша",0.013429,2,2
"сумасшедшая",0.07607,2,2
"сумасшедший",0.101421,2,2
"сумерки",0.259811,4,5
"сумма",8.803642,85,118
"сумма займов",1.659363,2,2
"сундук",0.090919,2,3
"суп",2.13531,20,38
"супер",1.054588,18,19
"супергерой",0.056922,5,5
"суперлонч",0.026676,10,10
"супермаркет",0.258679,3,3
"супермодель",0.023386,2,2
"суперсервис",0.016962,3,6
"суперсила",0.015143,3,3
"суперэксклюзив",0.013429,2,2
"супруг",5.524134,43,93
"супруга",3.021681,30,39
"супчик",0.06664,3,4
"суровая зима",1.104192,2,2
"сустав",1.33458,16,29
"суфий",0.017952,2,2
"сухая",0.496104,8,10
"сухожилие",0.054177,4,5
"сухостой",0.038002,2,3
"сухость",0.112468,4,4
"суша",0.265921,4,4
"сушилка",0.045427,2,3
"сушка",0.073612,1,4
"сушь",0.020121,2,2
"существительное",0.075733,6,11
"существо",5.551476,56,71
"сфера",11.509297,114,148
"схе",0.012424,1,2
"схема",4.655311,45,63
"сходство",0.701689,10,11
"схождение",0.038859,6,12
"сцена",4.964289,52,61
"сценарий",2.95187,31,38
"сценарист",0.208154,4,4
"счастливчик",0.365551,9,9
"счастье",11.606826,106,170
"счи",0.013429,2,2
"счёт",12.983911,124,173
"съём",0.032864,2,2
"съёмка",3.441723,37,43
"сыворотка",0.078906,3,3
"сын",7.328974,73,100
"сынишка",0.08068,2,2
"сынок",0.495794,8,13
"сыночек",0.186701,5,5
"сынуля",0.058608,2,2
"сыпь",0.064302,5,5
"сыр",1.869282,20,29
"сыроедение",0.12639,23,23
"сырок",0.014199,2,3
"сырьё",0.608333,7,7
"сэкигахар",0.012547,2,2
"сэр",0.403096,5,10
"сюжет",6.528153,72,83
"сюрприз",1.6041,18,19
"табак",0.611245,9,10
"табачок",0.066461,10,13
"таблетка",3.201558,48,55
"таблеточка",0.013429,2,2
"таблица",2.686036,26,36
"табличка",0.628446,8,8
"табличка с надписью",0.432962,1,2
"табу",0.300818,4,17
"табун",0.026167,1,2
"табурет",0.032864,1,4
"табуретка",0.05955,1,6
"таволга",0.012747,1,3
"таз",0.407128,10,10
"тазик",0.04131,2,2
"таинство",0.106399,2,2
"тайга",0.397483,7,7
"тайлы",0.015939,3,4
"тайм",1.004139,14,14
"тайминг",0.01481,1,2
"тайна",14.376404,144,201
"тайник",0.06385,1,6
"тайфун",0.038926,2,2
"такси",0.641597,7,9
"таксист",0.311696,4,6
"такт",0.099315,2,3
"тактика",0.393308,5,5
"талант",2.336715,29,32
"талисман",0.120628,4,4
"талия",0.342981,7,7
"талон",0.188477,3,3
"таможня",0.154029,2,3
"тампон",0.026394,2,3
"танец",1.991702,20,26
"танк",0.409952,5,5
"танцовщица",0.119388,3,3
"танцор",0.218295,4,6
"тап",0.03743,16,16
"тара",0.266759,6,6
"таракан",0.261585,6,8
"тараксацин",0.012424,1,2
"таргет",0.132584,14,26
"таргетолог",0.035613,14,17
"тарелка",0.8838,10,11
"тариф",1.453022,12,22
"тартар",0.026597,2,2
"тат",0.04675,2,2
"татуировка",0.135354,3,3
"тать",0.020203,3,3
"таунхаус",0.196147,10,12
"тач",0.016802,2,2
"тачка",0.216063,6,7
"таяние",0.096685,2,4
"тварь",0.209365,4,5
"твиттер",0.313496,5,5
"тво",0.02335,7,10
"творение",0.737275,9,9
"творог",0.444005,7,12
"творческая работа",3.81363,2,2
"творчество",7.133311,68,98
"театр",2.089151,20,28
"тег",0.362215,6,7
"тезис",0.1837,2,2
"текила",0.026394,2,3
"текст",5.905714,59,78
"текстовка",0.012424,1,2
"текстура",0.518291,9,11
"текучка",0.047647,2,2
"телеведущая",0.367421,10,13
"телеведущий",0.087297,2,2
"телевидение",0.898119,10,10
"телевизор",2.288451,24,28
"телега",0.184209,5,6
"телегра",0.04654,24,27
"телеграм",0.017607,5,5
"телеграмма",0.382789,6,9
"теледивы",0.013429,2,2
"тележурнал",0.012424,1,2
"телек",0.177393,5,12
"телеканал",0.365215,4,4
"телепередача",0.059979,1,2
"телепорт",0.030406,6,6
"телепортация",0.013429,2,2
"телескоп",0.143645,2,2
"телесноориентированнаятерапия",0.054573,26,26
"телестройка",0.013429,2,2
"телефон",11.779818,121,150
"телефония",0.030328,2,3
"телешоу",0.171444,6,6
"тело",22.495187,160,403
"телосложение",0.072748,2,3
"тель",0.022244,4,4
"тельняшка",0.026167,1,2
"тематика",1.929987,23,23
"темнота",5.042655,52,72
"темп",2.968916,30,37
"темп развития",2.444383,2,2
"темперамент",0.085131,2,2
"температура",2.159073,22,27
"темь",0.168346,3,4
"тенденция",1.584635,18,18
"теннис",0.777731,11,12
"теннисист",0.112468,4,4
"тень",1.980068,22,24
"теоретическое знание",1.789189,2,2
"теория",2.442684,27,33
"теплица",0.222734,4,5
"тепло",2.540749,28,29
"теплота",0.368047,8,8
"теплоэлектростанция",0.021736,1,2
"терапевт",0.144267,3,3
"терем",0.105383,3,8
"терзатель",0.013909,3,3
"термин",1.688051,17,21
"терминал",0.565243,6,8
"термометр",0.049847,1,2
"термообработка",0.014849,2,4
"термос",0.040128,1,3
"терпение",2.769201,31,35
"терпил",0.012424,1,2
"терпимость",0.08068,2,2
"терраса",0.358207,10,10
"террор",0.102942,1,2
"терроризм",0.173858,2,2
"террорист",0.267429,3,3
"теснота",0.029756,2,2
"тест",2.857287,32,36
"теста",0.092623,5,5
"тестер",0.043195,4,4
"тестировщик",0.025181,3,3
"тесто",2.417297,18,52
"тесть",0.06647,3,3
"тетрадь",0.351691,5,8
"технарь",0.032544,1,2
"техник",1.225154,15,18
"техника",6.551181,63,90
"техникум",0.279428,4,4
"технический специалист",1.902193,2,2
"технолог",0.055937,2,2
"технология",6.445358,70,78
"течение",1.872799,20,22
"тея",0.014199,2,3
"тигр",0.844493,10,13
"тиз",0.012424,1,2
"тизер",0.034791,4,6
"тик",0.328621,5,6
"тикток",0.017429,5,5
"тимлид",0.014757,3,3
"тиммейт",0.023715,8,8
"тимьян",0.090391,6,7
"тина",0.101597,3,3
"типаж",0.072748,2,3
"типография",0.09357,2,2
"тир",0.16644,9,13
"тираж",1.565068,17,24
"тиражирование",0.055728,4,4
"тиран",0.144267,3,3
"тирлист",0.012969,1,3
"титан",0.112993,3,4
"титул",1.138171,12,17
"титхи",0.013429,2,2
"тить",0.015143,3,3
"тифик",0.013429,2,2
"тичес",0.013429,2,2
"ткань",3.945049,31,64
"тмин",0.065996,7,10
"тная",0.013429,2,2
"товар",10.434774,79,175
"товарищество",0.117617,1,3
"товарный знак",1.089994,2,2
"токен",0.020286,4,9
"токо",0.013429,2,2
"токсик",0.013412,2,3
"токсикомания",0.016802,2,2
"токсин",0.366444,14,20
"токсичность",0.023386,2,2
"толк",0.401063,5,5
"толпа",2.22852,24,26
"толстая кишка",1.185495,6,6
"толстовка",0.018331,2,3
"толуол",0.012424,1,2
"толщина",0.427903,5,5
"том",0.501931,7,7
"тон",16.58245,135,258
"тоник",0.071739,3,5
"тоника",0.016122,2,2
"тонкий слой",1.8495,3,3
"тонкость",0.493074,7,7
"тоннель",0.255968,4,4
"тонус",0.283582,8,8
"топ",2.926344,54,63
"топаз",0.01481,1,2
"топлес",0.014849,2,4
"топливо",0.365248,4,4
"тополь",0.162937,2,10
"топор",0.196398,3,3
"топот",0.053389,3,3
"топтание",0.020121,2,2
"тор",0.064199,4,4
"тора",0.060716,2,2
"торг",1.380097,14,17
"торговля",2.03543,21,26
"торговый центр",3.425848,6,7
"торец",0.088094,3,8
"торжество",0.691103,8,8
"торможение",0.108719,2,2
"тормоз",0.21961,3,3
"торрент",0.235881,12,12
"тортик",0.108069,3,3
"тоска",0.988849,13,14
"тотала",0.012424,1,2
"тотчасъ",0.012424,1,2
"тофу",0.018299,2,2
"точка",7.246829,74,95
"точка доступа",2.347241,2,3
"точка покоя",1.416784,1,2
"точка роста",3.20307,4,4
"тошнота",0.200322,5,6
"травка",0.158079,3,3
"травля",0.12769,4,4
"травма",3.235072,33,43
"трагедия",1.397584,14,18
"традиционный способ",2.295051,2,2
"традиция",2.850591,31,33
"траектория",0.323805,5,5
"тракт",0.960449,13,18
"трактир",0.055937,2,2
"трактовка",0.341679,4,5
"трактор",0.242851,3,3
"трамвай",0.146787,2,2
"транс",0.101875,4,4
"транскрипция",0.06184,4,4
"трансляция",2.952628,38,43
"транспондер",0.012747,1,3
"транспорт",3.014657,29,40
"транспортные средства",2.415267,3,3
"трансфер",0.180989,5,5
"трансформация",0.709465,9,12
"трап",0.058608,2,2
"трапеза",0.126519,2,3
"трасса",1.582203,17,19
"траур",0.089693,2,4
"трафик",2.652644,29,43
"трахеит",0.013429,2,2
"трахея",0.032382,2,3
"тревожность",0.278045,11,19
"трезвость",0.127141,6,9
"трейдер",0.137961,2,2
"трейдинг",0.019465,1,2
"трейлер",0.444521,13,15
"трек",6.525078,100,140
"трекер",0.043195,4,4
"тренажёр",0.15585,4,4
"тренд",3.000578,31,39
"тренер",3.893228,41,49
"трение",0.071295,2,2
"тренинг",0.955729,18,35
"тренинги",0.352793,6,9
"тренировка",8.224445,68,144
"тренча",0.013429,2,2
"трепет",0.362101,7,7
"треск",0.263168,5,7
"треть",1.290863,13,16
"третье",1.214131,14,14
"треугольник",0.383872,6,9
"трещина",0.640591,9,11
"трибуна",0.450742,5,5
"трибьют",0.012969,1,3
"триггер",0.030242,4,4
"трик",0.019845,6,6
"триколор",0.11704,4,7
"трилионер",0.012424,1,2
"триллер",3.968503,116,120
"триллион",0.720436,5,13
"трилогия",0.200679,6,7
"триптих",0.02893,2,4
"триумф",0.186398,3,3
"тро",0.016857,4,4
"тройка",1.516462,16,18
"тролль",0.155309,4,7
"тромб",0.021592,1,3
"тромбофлебит",0.013429,2,2
"трон",0.698769,9,12
"троп",0.06647,3,3
"тропа",0.16706,3,3
"тропинка",0.200275,4,4
"тростник",0.046228,1,2
"тротуар",0.396003,4,6
"трофей",0.581164,11,11
"труба",2.47443,22,35
"трубкозуб",0.012969,1,3
"трубочка",0.08207,2,3
"труд",6.046874,61,79
"трудность",5.655038,61,69
"трудоголизм",0.023386,2,2
"трудоголик",0.04888,3,3
"трудоустройство",0.420657,5,5
"трудящийся",0.145761,2,2
"труженик",0.349827,6,6
"труп",0.265414,3,3
"трус",0.395555,6,7
"трусики",0.026597,2,2
"трэп",0.016857,4,4
"тряпка",0.192843,4,4
"тряпочка",0.139204,2,3
"туалет",1.489181,15,19
"туалетная бумага",1.077479,2,2
"туберкулёз",0.144865,3,3
"тубус",0.01481,1,2
"туз",0.02397,1,2
"туземец",0.032864,2,2
"тулзам",0.013429,2,2
"туман",1.666116,19,25
"туманность",0.085789,5,5
"тумбочка",0.05161,1,2
"тундра",0.039364,2,3
"тунец",0.04888,3,3
"туннель",0.14214,4,4
"тупик",0.656951,7,9
"тур",4.291304,48,49
"тура",0.701385,13,13
"туризм",1.138041,12,14
"турик",0.01481,1,2
"туристка",0.058269,3,3
"турне",0.105137,2,2
"турник",0.029756,2,2
"турникет",0.058608,2,2
"турнир",17.072499,149,253
"турпоток",0.048899,2,2
"тусовка",0.43587,7,7
"туфель",0.085131,2,2
"туц",0.012969,1,3
"туча",0.182117,3,3
"тучка",0.028328,1,2
"тушение",0.311382,6,6
"тушение пожара",0.864795,3,3
"тушь",0.118696,2,2
"тщеславие",0.097567,2,2
"тыква",0.308236,9,13
"тыл",0.223769,3,3
"тыр",0.014536,1,7
"тысячелетие",0.588503,7,8
"тысячелистник",0.015143,3,3
"тыть",0.013429,2,2
"тыща",0.044788,2,2
"тюбинг",0.014199,2,3
"тюлень",0.139504,6,11
"тюльпан",0.336707,6,13
"тюльпаномание",0.012424,1,2
"тюнинг",0.030866,3,4
"тюрьма",3.115222,30,42
"тяга",0.568427,8,10
"тягота",0.08068,2,2
"тяжба",0.152706,3,3
"тяжесть",0.80123,8,11
"тёж",0.012424,1,2
"тёрка",0.325196,8,8
"тётка",0.440793,4,10
"тётя",0.609532,7,8
"тёща",0.264237,6,7
"убеждение",2.516611,22,37
"убийство",3.180948,32,41
"убийца",2.89011,29,38
"убогий",0.036771,4,4
"уборка",4.907835,45,71
"уборщик",0.062183,3,3
"убыток",2.789612,28,35
"уважение",4.067197,44,53
"увеличение",13.213162,123,182
"увеличение объема",1.354008,2,2
"уверенность",4.432372,42,62
"увечье",0.048053,1,2
"увлечение",1.285072,14,15
"увольнение",0.272247,3,3
"увядание",0.032864,2,2
"углевод",0.220801,5,10
"углекислый газ",0.60587,2,2
"углубление",0.098847,2,2
"уговор",0.112593,3,3
"угода",0.078395,2,2
"угодье",0.085131,2,2
"угол",3.058202,31,38
"уголок",2.278526,26,26
"уголь",0.829309,9,10
"уголёк",0.039151,3,3
"угон",0.087297,2,2
"угощение",0.10467,2,3
"угроза",4.417968,47,53
"угрызение",0.100465,4,5
"удаление",1.602846,17,23
"удаленка",0.032915,7,7
"удаленщик",0.013429,2,2
"удалённость",0.073704,2,2
"удар",3.553065,39,42
"удел",0.14135,3,3
"удивление",1.16449,13,13
"удоба",0.013429,2,2
"удобрение",0.313719,3,7
"удобство",2.115913,21,29
"удовлетворённость",0.822018,26,27
"удовольствие",10.489604,104,136
"удостоверение",0.270104,3,3
"удочка",0.247844,5,5
"удушье",0.056938,3,4
"уединение",0.249384,7,7
"уезд",0.075633,2,2
"ужин",2.504006,26,36
"уза",0.232126,6,7
"узел",0.401845,4,5
"узна",0.015143,3,3
"узнаваемость",0.119101,5,5
"узник",0.055121,1,3
"уик",0.179913,3,3
"уикенд",0.023386,2,2
"указание",3.162481,32,41
"указатель",0.143549,2,4
"укие",0.014849,2,4
"уклад",0.203605,3,4
"уклонение",0.121778,2,2
"укор",0.055937,2,2
"украшение",1.884632,20,23
"укрепление",1.225004,13,15
"укроп",0.336131,8,10
"уксус",0.727688,11,25
"укус",0.105792,3,3
"улика",0.085131,2,2
"улитка",0.085294,4,4
"улица",14.045534,132,192
"улучшающий настроение",2.504649,3,3
"улыбка",2.933896,32,35
"уль",0.013086,2,2
"ульт",0.014199,2,3
"ультиматум",0.087297,2,2
"умелец",0.098267,3,3
"умерший",0.186398,3,3
"умник",0.109031,3,7
"умница",0.048899,2,2
"умничка",0.066134,3,3
"умолчание",0.326884,5,5
"умысел",0.095586,2,2
"умыш",0.013429,2,2
"универсал",0.05437,1,3
"универсальность",0.060018,2,2
"университет",4.155281,35,65
"унижение",0.571108,8,8
"унитаз",0.204203,4,5
"уничтожение",1.690085,18,22
"унт",0.029756,2,2
"упаковка",1.95735,21,25
"уплата",0.18221,2,2
"упоение",0.07607,2,2
"уполномоченный",0.563255,6,9
"упоминание",0.57033,6,7
"упор",0.587722,7,8
"упорство",0.781972,10,18
"употребление",4.285663,32,78
"управа",0.115495,2,2
"управдом",0.02397,1,2
"управление",5.831635,60,76
"управляющий",1.3172,15,15
"упрямство",0.107448,3,6
"упрёк",0.63264,8,9
"урааа",0.015143,3,3
"уро",0.015782,2,2
"уровень жизни",8.08779,4,4
"уровень игры",6.095785,3,4
"урод",0.386063,9,9
"уродец",0.020121,2,2
"уродство",0.058608,2,2
"урожай",0.252267,3,3
"урок",7.623916,67,117
"урон",0.8554,8,31
"урочище",0.023386,2,2
"усадьба",1.625805,13,34
"усвоение",0.200679,6,7
"усиление",1.186723,12,16
"усилие",6.622758,63,88
"ускорение",0.713419,10,10
"условный рефлекс",0.539686,3,5
"услуга",17.087473,153,244
"усмешка",0.086851,3,3
"усмотрение",0.285584,4,4
"усопший",0.052607,2,3
"успеваемость",0.082912,3,3
"успех",20.94506,195,293
"успешность",0.14013,3,4
"успокаивающее средство",3.201002,5,5
"уста",0.457605,5,6
"устав",0.255231,3,3
"усталость",2.921636,32,39
"усталь",0.356474,10,11
"установление",0.742962,8,9
"установленный штраф",1.926941,2,2
"установщик",0.032544,1,2
"устой",0.07855,1,2
"устойчивое положение",1.516453,3,3
"устойчивость",1.826314,24,27
"устранение",1.739001,19,21
"устремление",0.971678,17,25
"устремлённость",0.038926,2,2
"устройство",5.049066,52,63
"уступка",0.280956,3,4
"усугубление",0.03592,2,2
"утверждение",1.558488,16,19
"утеха",0.058608,2,2
"утешение",0.433839,7,8
"утилизация",1.121624,11,17
"утилизация отходов",1.426357,2,2
"утилита",0.071295,2,2
"утка",0.27903,5,5
"уток",0.145552,4,7
"утолщение",0.018331,2,3
"утомляемость",0.029756,2,2
"уточнение",0.474664,6,7
"утя",0.016802,2,2
"утяжелитель",0.012424,1,2
"ухаживание",0.03592,2,2
"ухажёр",0.064105,5,6
"ухо",4.622141,44,63
"уход",4.092555,42,52
"ухудшение",0.611375,7,8
"участие",20.886832,218,265
"участник",20.278116,208,266
"участница",1.737417,20,23
"участок",4.146994,35,62
"участь",0.35694,5,5
"учащийся",0.186463,2,2
"учебник",0.745685,8,9
"учебное заведение",1.568642,7,8
"учение",2.647829,21,71
"ученик",9.130614,88,125
"ученица",0.21434,4,4
"учреждение",8.744287,78,124
"учёба",2.190716,22,28
"учёный",4.564655,47,63
"учёт",1.805266,20,21
"ушиб",0.127117,3,4
"ушко",0.541049,11,14
"ущелье",0.091516,2,2
"ущербность",0.032864,2,2
"уют",0.431979,8,8
"уяз",0.027058,9,11
"уязвимость",1.31225,45,74
"фабрикант",0.074965,2,4
"фаворит",0.640098,7,8
"фазан",0.016441,1,2
"фай",0.017283,4,5
"файл",3.906792,40,52
"факап",0.013429,2,2
"факел",0.107574,3,3
"фактор риска",1.35103,2,2
"фактура",0.31086,5,5
"факультет",0.802501,8,10
"фаланга",0.034599,1,2
"фаллос",0.020121,2,2
"фамилия",0.941842,11,11
"фан",0.115941,4,4
"фанат",4.020717,45,50
"фантастика",3.641091,72,74
"фара",0.205805,4,5
"фарм",0.013429,2,2
"фарма",0.016857,4,4
"фармаколог",0.01481,1,2
"фармацевт",0.044361,2,3
"фарш",0.087297,1,4
"фасад",0.518838,5,7
"фасоль",0.149828,4,5
"фасон",0.255181,8,8
"фауна",0.111172,4,4
"фашист",0.130344,2,2
"федпроектчистаястрана",0.025429,9,9
"фейк",0.026393,5,6
"фельдшер",0.066351,2,2
"феминизм",0.074965,2,4
"феминистка",0.180084,5,6
"фен",0.15585,4,4
"ферма",0.865347,10,13
"фермент",0.098267,3,3
"фермер",0.54634,7,7
"фермерство",0.032864,2,2
"фест",0.018045,1,2
"фестиваль",2.24319,24,29
"фетиш",0.047647,2,2
"фея",0.348713,5,8
"фиалка",0.101943,3,3
"фигня",0.207438,4,4
"фигура",2.82969,28,36
"фигурист",0.090915,4,4
"фигуристка",0.023386,2,2
"фигурка",1.003494,12,16
"фидбек",0.013429,2,2
"физик",0.434624,7,7
"физика",1.245949,13,17
"физиология",0.120203,3,3
"физическая сила",4.779033,4,4
"физическая форма",3.798653,4,5
"физический труд",3.182433,4,4
"физкультура",0.132984,2,2
"физлицо",0.267369,6,7
"фик",0.015939,3,4
"фикшн",0.014199,2,3
"филе",0.086105,2,4
"филиал",0.407179,4,5
"философ",0.485429,5,7
"философия",1.078723,11,14
"филь",0.013429,2,2
"фильм",18.490045,185,244
"фильтр",1.338292,15,18
"фильтрат",0.016802,2,2
"фин",0.020203,3,3
"финал",6.119092,67,75
"финалист",0.646413,14,15
"финалистка",0.016802,2,2
"финансирование",1.517187,16,18
"финансист",0.546548,7,8
"финансовая технология",3.376549,3,3
"финансоваяграмотность",0.040858,18,18
"финансы",6.028218,61,77
"фингал",0.018331,2,3
"финграмотность",0.096911,44,59
"финик",0.052382,2,4
"финиш",0.184542,2,3
"финпросвет",0.018572,5,5
"финт",0.055728,4,4
"фирма",2.408979,19,39
"фита",0.042265,9,10
"фитнес",0.346647,9,14
"фича",0.038926,2,2
"фишинг",0.026597,2,2
"фишка",1.055244,13,16
"флавоноид",0.023386,2,2
"флакон",0.213178,4,13
"флакончик",0.032544,1,2
"фламенко",0.029756,2,2
"флеш",0.020121,2,2
"флешка",0.22332,6,8
"флешмоб",0.107604,3,4
"флигель",0.044788,2,2
"фломастер",0.063815,2,2
"флора",0.151361,4,4
"флот",0.349347,3,5
"флоу",0.015143,3,3
"фокус",1.16614,14,19
"фокусник",0.017157,1,2
"фолиевая кислота",0.427451,1,2
"фолк",0.034896,3,3
"фолликул",0.012969,1,3
"фолловер",0.020203,3,3
"фольга",0.438042,4,27
"фон",3.065953,32,37
"фонарик",0.16167,3,4
"фонарь",0.534432,7,7
"фонд",4.447516,48,70
"фондовая биржа",0.69791,2,2
"фонк",0.016857,4,4
"фонтан",0.696363,7,11
"фора",0.117629,4,4
"форвард",0.155945,2,2
"форель",0.044296,3,3
"форензик",0.013429,2,2
"формальность",0.141183,2,3
"формат",6.538429,76,90
"формирование",2.338342,23,31
"формочка",0.058802,1,3
"формула",1.467659,15,22
"формуларост",0.015143,3,3
"форс",0.034094,4,4
"фортепиано",0.400391,9,12
"фортуна",0.08486,3,4
"форум",4.380439,41,65
"фосфор",0.123292,5,6
"фотка",1.077709,13,13
"фото",11.788048,132,162
"фотоальбом",0.155825,6,6
"фотоаппарат",0.260742,3,3
"фотограф",1.57747,21,23
"фотография",9.430131,95,122
"фотозона",0.013429,2,2
"фотоконкурс",0.013429,2,2
"фотоловушка",0.016857,4,4
"фотообои",0.020286,6,6
"фотообоиминприрод",0.013429,2,2
"фотообоиминприрода",0.018572,5,5
"фотоотчёт",0.044296,3,3
"фотосессия",0.292589,5,5
"фотосъёмка",0.06647,3,3
"фотошоп",0.171809,6,6
"фпеменко",0.013429,2,2
"фрагмент",0.860147,10,10
"фракция",0.496302,5,6
"француженка",0.050457,2,2
"француз",0.617409,7,9
"французскийхудожник",0.013429,2,2
"франшиза",0.333433,14,16
"фрейм",0.030079,3,3
"фрейминг",0.012969,1,3
"фреска",0.260265,3,8
"фрешмен",0.013429,2,2
"фри",0.041882,2,2
"фриланс",0.064105,5,6
"фрилансер",0.17187,12,13
"фронт",4.311651,34,69
"фронтмен",0.043464,5,5
"фрукт",2.124932,18,33
"фсбшник",0.01481,1,2
